timestamp,sensor_id,event
2026-01-02 12:22:14,DOOR_FRIDGE,OPEN
2026-01-02 13:08:46,PRESSURE_SOFA,ON
2026-01-02 13:19:57,MOTION_LIVING,ON
2026-01-02 13:26:32,MOTION_LIVING,ON
2026-01-02 14:05:45,MOTION_LIVING,ON
2026-01-02 14:22:31,MOTION_HALL,ON
2026-01-02 14:39:46,MOTION_LIVING,ON
2026-01-02 16:17:06,MOTION_LIVING,ON
2026-01-02 16:20:51,PRESSURE_SOFA,ON
2026-01-02 16:27:26,PRESSURE_SOFA,ON
2026-01-02 16:51:43,MOTION_LIVING,ON
2026-01-02 18:08:41,MOTION_KITCHEN,ON
2026-01-02 18:09:28,MOTION_KITCHEN,ON
2026-01-02 18:17:12,MOTION_KITCHEN,ON
2026-01-02 18:22:29,MOTION_KITCHEN,ON
2026-01-02 18:52:53,DOOR_FRIDGE,OPEN
2026-01-02 19:13:27,MOTION_KITCHEN,ON
2026-01-02 20:29:59,PRESSURE_SOFA,ON
2026-01-02 20:53:10,MOTION_LIVING,ON
2026-01-02 21:08:24,MOTION_LIVING,ON
2026-01-02 21:23:44,PRESSURE_SOFA,ON
2026-01-02 21:36:13,PRESSURE_SOFA,ON
2026-01-02 22:41:18,MOTION_BATH,ON
2026-01-02 22:55:09,PRESSURE_SOFA,ON
2026-01-02 23:00:03,MOTION_BEDROOM,ON
2026-01-02 23:23:47,PRESSURE_BED,ON
2026-01-03 02:32:21,MOTION_BATH,ON
2026-01-03 06:45:03,PRESSURE_BED,ON
2026-01-03 07:00:37,MOTION_BEDROOM,ON
2026-01-03 07:10:32,MOTION_HALL,ON
2026-01-03 07:21:32,MOTION_KITCHEN,ON
2026-01-03 07:22:54,MOTION_KITCHEN,ON
2026-01-03 07:25:04,MOTION_KITCHEN,ON
2026-01-03 07:27:25,MOTION_KITCHEN,ON
2026-01-03 07:28:56,DOOR_FRIDGE,OPEN
2026-01-03 07:39:04,MOTION_KITCHEN,ON
2026-01-03 08:08:15,MOTION_KITCHEN,ON
2026-01-03 08:53:38,MOTION_BATH,ON
2026-01-03 09:00:39,MOTION_BATH,ON
2026-01-03 10:10:19,PRESSURE_SOFA,ON
2026-01-03 10:18:42,MOTION_LIVING,ON
2026-01-03 10:30:08,MOTION_LIVING,ON
2026-01-03 10:47:37,MOTION_LIVING,ON
2026-01-03 11:25:15,MOTION_LIVING,ON
2026-01-03 11:38:20,MOTION_LIVING,ON
2026-01-03 12:12:00,MOTION_KITCHEN,ON
2026-01-03 12:12:34,MOTION_KITCHEN,ON
2026-01-03 12:13:08,DOOR_FRIDGE,OPEN
2026-01-03 12:16:32,MOTION_KITCHEN,ON
2026-01-03 12:20:59,MOTION_KITCHEN,ON
2026-01-03 12:24:39,MOTION_KITCHEN,ON
2026-01-03 12:28:06,MOTION_KITCHEN,ON
2026-01-03 13:13:07,PRESSURE_SOFA,ON
2026-01-03 13:20:18,PRESSURE_SOFA,ON
2026-01-03 13:47:19,MOTION_HALL,ON
2026-01-03 13:52:09,MOTION_HALL,ON
2026-01-03 14:33:45,MOTION_HALL,ON
2026-01-03 15:18:40,MOTION_HALL,ON
2026-01-03 15:23:13,MOTION_HALL,ON
2026-01-03 15:44:33,MOTION_HALL,ON
2026-01-03 18:09:56,MOTION_KITCHEN,ON
2026-01-03 18:10:40,MOTION_KITCHEN,ON
2026-01-03 18:26:49,MOTION_KITCHEN,ON
2026-01-03 18:39:02,MOTION_KITCHEN,ON
2026-01-03 18:45:16,MOTION_KITCHEN,ON
2026-01-03 18:46:37,DOOR_FRIDGE,OPEN
2026-01-03 18:52:28,MOTION_KITCHEN,ON
2026-01-03 19:21:57,MOTION_KITCHEN,ON
2026-01-03 19:22:02,MOTION_KITCHEN,ON
2026-01-03 19:40:00,MOTION_KITCHEN,ON
2026-01-03 20:16:01,PRESSURE_SOFA,ON
2026-01-03 20:27:39,PRESSURE_SOFA,ON
2026-01-03 20:32:02,MOTION_LIVING,ON
2026-01-03 20:35:12,MOTION_LIVING,ON
2026-01-03 20:52:50,PRESSURE_SOFA,ON
2026-01-03 20:55:24,MOTION_LIVING,ON
2026-01-03 21:18:42,MOTION_LIVING,ON
2026-01-03 21:28:57,MOTION_LIVING,ON
2026-01-03 21:47:17,MOTION_LIVING,ON
2026-01-03 22:14:55,MOTION_LIVING,ON
2026-01-03 22:49:22,MOTION_BATH,ON
2026-01-03 23:00:52,MOTION_BEDROOM,ON
2026-01-03 23:12:14,PRESSURE_BED,ON
2026-01-04 02:32:44,MOTION_BATH,ON
2026-01-04 06:43:55,PRESSURE_BED,ON
2026-01-04 07:00:49,MOTION_BEDROOM,ON
2026-01-04 07:03:22,MOTION_HALL,ON
2026-01-04 07:20:07,MOTION_KITCHEN,ON
2026-01-04 07:21:06,MOTION_KITCHEN,ON
2026-01-04 07:28:11,MOTION_KITCHEN,ON
2026-01-04 07:31:46,MOTION_KITCHEN,ON
2026-01-04 07:35:27,DOOR_FRIDGE,OPEN
2026-01-04 07:37:21,MOTION_KITCHEN,ON
2026-01-04 07:38:16,MOTION_KITCHEN,ON
2026-01-04 07:39:27,MOTION_KITCHEN,ON
2026-01-04 08:09:32,MOTION_KITCHEN,ON
2026-01-04 08:38:24,MOTION_BATH,ON
2026-01-04 09:08:12,MOTION_BATH,ON
2026-01-04 09:28:27,MOTION_LIVING,ON
2026-01-04 09:38:59,MOTION_LIVING,ON
2026-01-04 09:47:58,MOTION_LIVING,ON
2026-01-04 09:50:27,MOTION_LIVING,ON
2026-01-04 10:00:46,PRESSURE_SOFA,ON
2026-01-04 10:44:20,MOTION_LIVING,ON
2026-01-04 11:48:46,MOTION_LIVING,ON
2026-01-04 11:52:42,MOTION_LIVING,ON
2026-01-04 12:14:12,MOTION_KITCHEN,ON
2026-01-04 12:18:42,DOOR_FRIDGE,OPEN
2026-01-04 12:19:35,MOTION_KITCHEN,ON
2026-01-04 12:22:44,MOTION_KITCHEN,ON
2026-01-04 12:23:20,MOTION_KITCHEN,ON
2026-01-04 12:26:19,MOTION_KITCHEN,ON
2026-01-04 13:07:30,MOTION_LIVING,ON
2026-01-04 14:37:50,PRESSURE_SOFA,ON
2026-01-04 14:44:19,MOTION_HALL,ON
2026-01-04 14:47:18,MOTION_LIVING,ON
2026-01-04 15:10:43,MOTION_LIVING,ON
2026-01-04 15:18:50,PRESSURE_SOFA,ON
2026-01-04 15:19:09,MOTION_LIVING,ON
2026-01-04 15:34:28,PRESSURE_SOFA,ON
2026-01-04 16:40:19,MOTION_LIVING,ON
2026-01-04 18:14:41,MOTION_KITCHEN,ON
2026-01-04 18:38:49,DOOR_FRIDGE,OPEN
2026-01-04 18:50:44,MOTION_KITCHEN,ON
2026-01-04 18:53:55,MOTION_KITCHEN,ON
2026-01-04 19:31:56,MOTION_KITCHEN,ON
2026-01-04 19:36:25,MOTION_KITCHEN,ON
2026-01-04 20:16:03,PRESSURE_SOFA,ON
2026-01-04 20:34:48,PRESSURE_SOFA,ON
2026-01-04 20:45:49,PRESSURE_SOFA,ON
2026-01-04 21:09:15,PRESSURE_SOFA,ON
2026-01-04 21:33:48,PRESSURE_SOFA,ON
2026-01-04 21:44:53,PRESSURE_SOFA,ON
2026-01-04 22:20:29,MOTION_LIVING,ON
2026-01-04 22:33:47,MOTION_LIVING,ON
2026-01-04 22:36:17,MOTION_LIVING,ON
2026-01-04 22:43:21,MOTION_BATH,ON
2026-01-04 23:00:57,MOTION_BEDROOM,ON
2026-01-04 23:22:05,PRESSURE_BED,ON
2026-01-05 06:39:45,PRESSURE_BED,ON
2026-01-05 07:00:04,MOTION_BEDROOM,ON
2026-01-05 07:08:26,MOTION_HALL,ON
2026-01-05 07:20:54,MOTION_KITCHEN,ON
2026-01-05 07:26:53,MOTION_KITCHEN,ON
2026-01-05 07:33:03,MOTION_KITCHEN,ON
2026-01-05 07:33:24,MOTION_KITCHEN,ON
2026-01-05 07:37:29,MOTION_KITCHEN,ON
2026-01-05 07:38:44,MOTION_KITCHEN,ON
2026-01-05 07:43:24,DOOR_FRIDGE,OPEN
2026-01-05 08:05:00,MOTION_KITCHEN,ON
2026-01-05 08:46:19,MOTION_BATH,ON
2026-01-05 09:02:54,MOTION_BATH,ON
2026-01-05 09:29:21,MOTION_LIVING,ON
2026-01-05 09:36:14,MOTION_LIVING,ON
2026-01-05 10:07:01,PRESSURE_SOFA,ON
2026-01-05 10:13:39,MOTION_LIVING,ON
2026-01-05 10:32:31,MOTION_LIVING,ON
2026-01-05 10:51:10,MOTION_LIVING,ON
2026-01-05 11:43:57,MOTION_LIVING,ON
2026-01-05 11:48:51,MOTION_LIVING,ON
2026-01-05 11:52:47,MOTION_LIVING,ON
2026-01-05 12:10:05,MOTION_KITCHEN,ON
2026-01-05 12:11:16,MOTION_KITCHEN,ON
2026-01-05 12:14:55,MOTION_KITCHEN,ON
2026-01-05 12:17:20,DOOR_FRIDGE,OPEN
2026-01-05 12:24:11,MOTION_KITCHEN,ON
2026-01-05 12:28:36,MOTION_KITCHEN,ON
2026-01-05 12:30:27,MOTION_KITCHEN,ON
2026-01-05 13:20:53,MOTION_LIVING,ON
2026-01-05 13:27:41,MOTION_LIVING,ON
2026-01-05 13:35:47,MOTION_LIVING,ON
2026-01-05 13:44:15,MOTION_LIVING,ON
2026-01-05 13:54:02,MOTION_HALL,ON
2026-01-05 16:22:16,PRESSURE_SOFA,ON
2026-01-05 16:25:48,PRESSURE_SOFA,ON
2026-01-05 17:23:36,DOOR_ENTRANCE,OPEN
2026-01-05 18:09:37,MOTION_KITCHEN,ON
2026-01-05 18:11:44,MOTION_KITCHEN,ON
2026-01-05 18:24:06,MOTION_KITCHEN,ON
2026-01-05 18:24:36,MOTION_KITCHEN,ON
2026-01-05 18:26:29,DOOR_ENTRANCE,OPEN
2026-01-05 18:44:54,DOOR_FRIDGE,OPEN
2026-01-05 18:54:52,MOTION_KITCHEN,ON
2026-01-05 19:15:38,MOTION_KITCHEN,ON
2026-01-05 19:30:45,MOTION_KITCHEN,ON
2026-01-05 20:10:56,PRESSURE_SOFA,ON
2026-01-05 20:32:46,MOTION_LIVING,ON
2026-01-05 20:55:22,MOTION_LIVING,ON
2026-01-05 21:36:27,MOTION_LIVING,ON
2026-01-05 21:45:45,PRESSURE_SOFA,ON
2026-01-05 21:51:20,PRESSURE_SOFA,ON
2026-01-05 22:32:04,PRESSURE_SOFA,ON
2026-01-05 22:46:00,PRESSURE_SOFA,ON
2026-01-05 22:46:39,PRESSURE_SOFA,ON
2026-01-05 22:49:15,MOTION_BATH,ON
2026-01-05 22:54:29,PRESSURE_SOFA,ON
2026-01-05 23:04:36,MOTION_BEDROOM,ON
2026-01-05 23:24:42,PRESSURE_BED,ON
2026-01-06 06:35:31,PRESSURE_BED,ON
2026-01-06 07:00:11,MOTION_BEDROOM,ON
2026-01-06 07:10:13,MOTION_HALL,ON
2026-01-06 07:20:33,MOTION_KITCHEN,ON
2026-01-06 07:26:05,MOTION_KITCHEN,ON
2026-01-06 07:28:21,MOTION_KITCHEN,ON
2026-01-06 07:28:35,MOTION_KITCHEN,ON
2026-01-06 07:28:56,MOTION_KITCHEN,ON
2026-01-06 07:32:46,DOOR_FRIDGE,OPEN
2026-01-06 07:39:44,MOTION_KITCHEN,ON
2026-01-06 08:03:31,MOTION_KITCHEN,ON
2026-01-06 08:52:48,MOTION_BATH,ON
2026-01-06 09:00:44,MOTION_BATH,ON
2026-01-06 09:23:14,MOTION_LIVING,ON
2026-01-06 10:01:44,PRESSURE_SOFA,ON
2026-01-06 10:35:35,MOTION_LIVING,ON
2026-01-06 10:47:37,MOTION_LIVING,ON
2026-01-06 10:49:15,MOTION_LIVING,ON
2026-01-06 10:55:01,MOTION_LIVING,ON
2026-01-06 11:27:27,MOTION_LIVING,ON
2026-01-06 11:40:21,MOTION_LIVING,ON
2026-01-06 11:50:31,MOTION_LIVING,ON
2026-01-06 12:10:12,DOOR_FRIDGE,OPEN
2026-01-06 12:13:46,MOTION_KITCHEN,ON
2026-01-06 12:13:47,MOTION_KITCHEN,ON
2026-01-06 12:16:20,MOTION_KITCHEN,ON
2026-01-06 12:18:14,MOTION_KITCHEN,ON
2026-01-06 12:18:19,MOTION_KITCHEN,ON
2026-01-06 12:27:48,MOTION_KITCHEN,ON
2026-01-06 13:50:08,MOTION_HALL,ON
2026-01-06 14:28:19,MOTION_LIVING,ON
2026-01-06 15:07:35,MOTION_LIVING,ON
2026-01-06 15:11:18,MOTION_LIVING,ON
2026-01-06 15:49:40,MOTION_LIVING,ON
2026-01-06 16:11:36,MOTION_LIVING,ON
2026-01-06 16:22:37,MOTION_HALL,ON
2026-01-06 17:35:28,DOOR_ENTRANCE,OPEN
2026-01-06 18:14:09,MOTION_KITCHEN,ON
2026-01-06 18:30:11,DOOR_ENTRANCE,OPEN
2026-01-06 18:30:31,MOTION_KITCHEN,ON
2026-01-06 18:38:35,DOOR_FRIDGE,OPEN
2026-01-06 18:41:40,MOTION_KITCHEN,ON
2026-01-06 19:10:15,MOTION_KITCHEN,ON
2026-01-06 19:35:07,MOTION_KITCHEN,ON
2026-01-06 20:16:10,MOTION_LIVING,ON
2026-01-06 20:21:10,MOTION_LIVING,ON
2026-01-06 20:31:44,PRESSURE_SOFA,ON
2026-01-06 21:24:19,PRESSURE_SOFA,ON
2026-01-06 22:11:40,MOTION_LIVING,ON
2026-01-06 22:29:58,PRESSURE_SOFA,ON
2026-01-06 22:35:02,PRESSURE_SOFA,ON
2026-01-06 22:42:18,MOTION_BATH,ON
2026-01-06 22:43:49,MOTION_LIVING,ON
2026-01-06 22:44:39,MOTION_LIVING,ON
2026-01-06 23:00:44,MOTION_BEDROOM,ON
2026-01-06 23:19:04,PRESSURE_BED,ON
2026-01-07 06:43:50,PRESSURE_BED,ON
2026-01-07 07:01:27,MOTION_HALL,ON
2026-01-07 07:10:37,MOTION_BEDROOM,ON
2026-01-07 07:24:04,MOTION_KITCHEN,ON
2026-01-07 07:26:10,DOOR_FRIDGE,OPEN
2026-01-07 07:28:52,MOTION_KITCHEN,ON
2026-01-07 07:37:14,MOTION_KITCHEN,ON
2026-01-07 07:40:09,MOTION_KITCHEN,ON
2026-01-07 08:00:38,MOTION_KITCHEN,ON
2026-01-07 08:53:58,MOTION_BATH,ON
2026-01-07 09:00:28,MOTION_BATH,ON
2026-01-07 09:32:47,MOTION_LIVING,ON
2026-01-07 10:00:38,PRESSURE_SOFA,ON
2026-01-07 10:10:38,MOTION_LIVING,ON
2026-01-07 10:49:19,MOTION_LIVING,ON
2026-01-07 11:30:17,MOTION_LIVING,ON
2026-01-07 11:39:31,MOTION_LIVING,ON
2026-01-07 12:06:48,DOOR_FRIDGE,OPEN
2026-01-07 12:10:05,MOTION_KITCHEN,ON
2026-01-07 12:10:48,MOTION_KITCHEN,ON
2026-01-07 12:17:43,MOTION_KITCHEN,ON
2026-01-07 12:18:36,MOTION_KITCHEN,ON
2026-01-07 12:28:37,MOTION_KITCHEN,ON
2026-01-07 13:34:20,MOTION_LIVING,ON
2026-01-07 14:26:44,PRESSURE_SOFA,ON
2026-01-07 14:35:41,MOTION_HALL,ON
2026-01-07 15:25:49,MOTION_LIVING,ON
2026-01-07 15:44:40,PRESSURE_SOFA,ON
2026-01-07 15:47:54,MOTION_LIVING,ON
2026-01-07 16:22:37,MOTION_LIVING,ON
2026-01-07 16:23:25,MOTION_HALL,ON
2026-01-07 16:27:21,PRESSURE_SOFA,ON
2026-01-07 16:31:12,MOTION_LIVING,ON
2026-01-07 16:37:42,MOTION_LIVING,ON
2026-01-07 16:45:05,PRESSURE_SOFA,ON
2026-01-07 18:22:35,MOTION_KITCHEN,ON
2026-01-07 18:23:28,MOTION_KITCHEN,ON
2026-01-07 18:50:10,MOTION_KITCHEN,ON
2026-01-07 18:52:26,DOOR_FRIDGE,OPEN
2026-01-07 19:12:01,MOTION_KITCHEN,ON
2026-01-07 19:40:00,MOTION_KITCHEN,ON
2026-01-07 20:12:07,PRESSURE_SOFA,ON
2026-01-07 21:35:29,MOTION_LIVING,ON
2026-01-07 22:14:12,PRESSURE_SOFA,ON
2026-01-07 22:14:59,PRESSURE_SOFA,ON
2026-01-07 22:23:26,PRESSURE_SOFA,ON
2026-01-07 22:37:17,MOTION_BATH,ON
2026-01-07 22:37:55,MOTION_LIVING,ON
2026-01-07 23:03:21,MOTION_BEDROOM,ON
2026-01-07 23:21:17,PRESSURE_BED,ON
2026-01-08 06:44:46,PRESSURE_BED,ON
2026-01-08 07:00:53,MOTION_BEDROOM,ON
2026-01-08 07:13:37,MOTION_HALL,ON
2026-01-08 07:24:28,MOTION_KITCHEN,ON
2026-01-08 07:30:55,MOTION_KITCHEN,ON
2026-01-08 07:31:21,MOTION_KITCHEN,ON
2026-01-08 07:31:44,DOOR_FRIDGE,OPEN
2026-01-08 07:34:59,MOTION_KITCHEN,ON
2026-01-08 07:37:24,MOTION_KITCHEN,ON
2026-01-08 07:37:30,MOTION_KITCHEN,ON
2026-01-08 07:37:48,MOTION_KITCHEN,ON
2026-01-08 08:00:36,MOTION_KITCHEN,ON
2026-01-08 08:47:14,MOTION_BATH,ON
2026-01-08 09:03:02,MOTION_BATH,ON
2026-01-08 09:13:32,MOTION_LIVING,ON
2026-01-08 09:33:06,MOTION_LIVING,ON
2026-01-08 10:00:26,PRESSURE_SOFA,ON
2026-01-08 10:29:42,MOTION_LIVING,ON
2026-01-08 11:14:31,MOTION_LIVING,ON
2026-01-08 11:26:55,MOTION_LIVING,ON
2026-01-08 11:34:00,MOTION_LIVING,ON
2026-01-08 11:35:45,MOTION_LIVING,ON
2026-01-08 12:07:54,DOOR_FRIDGE,OPEN
2026-01-08 12:12:30,MOTION_KITCHEN,ON
2026-01-08 12:18:21,MOTION_KITCHEN,ON
2026-01-08 12:22:41,MOTION_KITCHEN,ON
2026-01-08 12:29:44,MOTION_KITCHEN,ON
2026-01-08 13:20:43,MOTION_HALL,ON
2026-01-08 13:23:23,PRESSURE_SOFA,ON
2026-01-08 13:33:44,MOTION_LIVING,ON
2026-01-08 15:06:20,MOTION_LIVING,ON
2026-01-08 15:19:05,MOTION_HALL,ON
2026-01-08 16:11:45,MOTION_HALL,ON
2026-01-08 16:25:45,MOTION_HALL,ON
2026-01-08 16:39:39,MOTION_LIVING,ON
2026-01-08 18:15:11,MOTION_KITCHEN,ON
2026-01-08 18:19:29,MOTION_KITCHEN,ON
2026-01-08 18:36:58,MOTION_KITCHEN,ON
2026-01-08 18:44:55,MOTION_KITCHEN,ON
2026-01-08 18:55:16,DOOR_FRIDGE,OPEN
2026-01-08 19:41:43,MOTION_KITCHEN,ON
2026-01-08 19:44:43,MOTION_KITCHEN,ON
2026-01-08 20:41:58,MOTION_LIVING,ON
2026-01-08 21:06:17,PRESSURE_SOFA,ON
2026-01-08 21:11:24,MOTION_LIVING,ON
2026-01-08 21:17:54,PRESSURE_SOFA,ON
2026-01-08 21:23:04,MOTION_LIVING,ON
2026-01-08 21:27:40,PRESSURE_SOFA,ON
2026-01-08 21:47:57,MOTION_LIVING,ON
2026-01-08 21:49:29,PRESSURE_SOFA,ON
2026-01-08 22:27:44,PRESSURE_SOFA,ON
2026-01-08 22:54:47,MOTION_BATH,ON
2026-01-08 23:05:53,MOTION_BEDROOM,ON
2026-01-08 23:14:49,PRESSURE_BED,ON
2026-01-09 06:54:51,PRESSURE_BED,ON
2026-01-09 07:01:14,MOTION_BEDROOM,ON
2026-01-09 07:15:12,MOTION_HALL,ON
2026-01-09 07:21:19,MOTION_KITCHEN,ON
2026-01-09 07:23:57,MOTION_KITCHEN,ON
2026-01-09 07:24:40,MOTION_KITCHEN,ON
2026-01-09 07:29:05,DOOR_FRIDGE,OPEN
2026-01-09 07:34:02,MOTION_KITCHEN,ON
2026-01-09 07:38:23,MOTION_KITCHEN,ON
2026-01-09 07:40:41,MOTION_KITCHEN,ON
2026-01-09 08:00:20,MOTION_KITCHEN,ON
2026-01-09 08:48:11,MOTION_BATH,ON
2026-01-09 09:00:08,MOTION_BATH,ON
2026-01-09 09:14:48,MOTION_LIVING,ON
2026-01-09 09:48:46,MOTION_LIVING,ON
2026-01-09 10:05:16,MOTION_LIVING,ON
2026-01-09 10:07:07,PRESSURE_SOFA,ON
2026-01-09 10:12:29,MOTION_LIVING,ON
2026-01-09 10:15:16,MOTION_LIVING,ON
2026-01-09 10:23:47,MOTION_LIVING,ON
2026-01-09 10:38:32,MOTION_LIVING,ON
2026-01-09 11:28:05,MOTION_LIVING,ON
2026-01-09 11:30:54,MOTION_LIVING,ON
2026-01-09 12:05:39,DOOR_FRIDGE,OPEN
2026-01-09 12:13:43,MOTION_KITCHEN,ON
2026-01-09 12:17:30,MOTION_KITCHEN,ON
2026-01-09 12:18:37,MOTION_KITCHEN,ON
2026-01-09 12:21:43,MOTION_KITCHEN,ON
2026-01-09 12:22:52,MOTION_KITCHEN,ON
2026-01-09 12:30:23,MOTION_KITCHEN,ON
2026-01-09 13:45:58,PRESSURE_SOFA,ON
2026-01-09 13:49:13,PRESSURE_SOFA,ON
2026-01-09 14:07:19,MOTION_LIVING,ON
2026-01-09 14:29:23,PRESSURE_SOFA,ON
2026-01-09 14:31:06,MOTION_HALL,ON
2026-01-09 15:44:41,MOTION_LIVING,ON
2026-01-09 15:46:07,PRESSURE_SOFA,ON
2026-01-09 16:12:15,MOTION_LIVING,ON
2026-01-09 16:42:46,MOTION_HALL,ON
2026-01-09 16:44:17,PRESSURE_SOFA,ON
2026-01-09 18:46:40,MOTION_KITCHEN,ON
2026-01-09 18:54:01,DOOR_FRIDGE,OPEN
2026-01-09 19:08:25,MOTION_KITCHEN,ON
2026-01-09 19:10:42,MOTION_KITCHEN,ON
2026-01-09 19:11:43,MOTION_KITCHEN,ON
2026-01-09 19:17:07,MOTION_KITCHEN,ON
2026-01-09 19:39:57,MOTION_KITCHEN,ON
2026-01-09 20:13:51,PRESSURE_SOFA,ON
2026-01-09 20:26:50,MOTION_LIVING,ON
2026-01-09 21:20:50,MOTION_LIVING,ON
2026-01-09 22:05:54,PRESSURE_SOFA,ON
2026-01-09 22:18:52,MOTION_LIVING,ON
2026-01-09 22:18:53,MOTION_LIVING,ON
2026-01-09 22:40:07,MOTION_BATH,ON
2026-01-09 23:00:08,MOTION_BEDROOM,ON
2026-01-09 23:05:22,PRESSURE_BED,ON
2026-01-10 06:42:37,PRESSURE_BED,ON
2026-01-10 07:00:01,MOTION_BEDROOM,ON
2026-01-10 07:00:16,MOTION_HALL,ON
2026-01-10 07:22:30,MOTION_KITCHEN,ON
2026-01-10 07:23:47,MOTION_KITCHEN,ON
2026-01-10 07:24:47,MOTION_KITCHEN,ON
2026-01-10 07:33:33,MOTION_KITCHEN,ON
2026-01-10 07:39:49,DOOR_FRIDGE,OPEN
2026-01-10 08:01:32,MOTION_KITCHEN,ON
2026-01-10 08:53:06,MOTION_BATH,ON
2026-01-10 09:04:32,MOTION_BATH,ON
2026-01-10 09:35:54,MOTION_LIVING,ON
2026-01-10 09:36:45,MOTION_LIVING,ON
2026-01-10 10:04:04,PRESSURE_SOFA,ON
2026-01-10 10:32:43,MOTION_LIVING,ON
